Model,Dataset,Method,Weight,Label,Step,Percentile,AUROC,PRC,Precision,Recall,F1 score,Accuracy,Sensitivity,Specificity,Random Seed,Date
ganomaly.GANomaly,material,fm_2,paper,0,3819,1.1074790358543396,0.9891956782713085,0.9775432180781299,0.8666666666666667,1.0,0.9285714285714286,0.9333333333333333,1.0,0.8823529411764706,652016,Wed Mar 11 23:49:56 2020
ganomaly.GANomaly,material,fm_2,paper,0,3819,1.148251461982727,0.9891956782713085,0.9775432180781299,0.900990099009901,1.0,0.9479166666666667,0.9523809523809523,1.0,0.9159663865546218,652016,Wed Mar 11 23:49:56 2020
ganomaly.GANomaly,material,fm_2,paper,0,3819,1.1654144334793093,0.9891956782713085,0.9775432180781299,0.9278350515463918,0.989010989010989,0.9574468085106383,0.9619047619047619,0.989010989010989,0.9411764705882353,652016,Wed Mar 11 23:49:56 2020
ganomaly.GANomaly,material,fm_2,paper,0,3819,1.1986629486083986,0.9891956782713085,0.9775432180781299,0.9347826086956522,0.945054945054945,0.9398907103825138,0.9476190476190476,0.945054945054945,0.9495798319327731,652016,Wed Mar 11 23:49:56 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.146440601348877,0.9850401699141195,0.9676409816734574,0.7222222222222222,1.0,0.8387096774193548,0.8333333333333334,1.0,0.7058823529411765,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.1975813817977907,0.9850401699141195,0.9676409816734574,0.7459016393442623,1.0,0.8544600938967136,0.8523809523809524,1.0,0.7394957983193278,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.2524924087524414,0.9850401699141195,0.9676409816734574,0.7711864406779662,1.0,0.8708133971291866,0.8714285714285714,1.0,0.773109243697479,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.278538761138916,0.9850401699141195,0.9676409816734574,0.8053097345132744,1.0,0.892156862745098,0.8952380952380953,1.0,0.8151260504201681,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.3119590568542483,0.9850401699141195,0.9676409816734574,0.8348623853211009,1.0,0.9099999999999999,0.9142857142857143,1.0,0.8487394957983193,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.3737131357192993,0.9850401699141195,0.9676409816734574,0.8571428571428571,0.989010989010989,0.9183673469387754,0.9238095238095239,0.989010989010989,0.8739495798319328,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.517612457275391,0.9850401699141195,0.9676409816734574,0.8811881188118812,0.978021978021978,0.9270833333333333,0.9333333333333333,0.978021978021978,0.8991596638655462,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.573934645652771,0.9850401699141195,0.9676409816734574,0.8865979381443299,0.945054945054945,0.9148936170212766,0.9238095238095239,0.945054945054945,0.907563025210084,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l1,paper,0,3819,2.6429465293884276,0.9850401699141195,0.9676409816734574,0.9347826086956522,0.945054945054945,0.9398907103825138,0.9476190476190476,0.945054945054945,0.9495798319327731,652016,Wed Mar 11 23:49:57 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.4873159468173981,0.9742358481854281,0.957835493314207,0.7222222222222222,1.0,0.8387096774193548,0.8333333333333334,1.0,0.7058823529411765,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.4953886318206787,0.9742358481854281,0.957835493314207,0.7377049180327869,0.989010989010989,0.8450704225352113,0.8428571428571429,0.989010989010989,0.7310924369747899,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.49814114809036253,0.9742358481854281,0.957835493314207,0.7627118644067796,0.989010989010989,0.8612440191387559,0.861904761904762,0.989010989010989,0.7647058823529411,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.5095762097835541,0.9742358481854281,0.957835493314207,0.7876106194690266,0.978021978021978,0.8725490196078431,0.8761904761904762,0.978021978021978,0.7983193277310925,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.5216796326637267,0.9742358481854281,0.957835493314207,0.8073394495412844,0.967032967032967,0.8799999999999999,0.8857142857142857,0.967032967032967,0.8235294117647058,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.5426999628543854,0.9742358481854281,0.957835493314207,0.8285714285714286,0.9560439560439561,0.8877551020408164,0.8952380952380953,0.9560439560439561,0.8487394957983193,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.5660238265991211,0.9742358481854281,0.957835493314207,0.8316831683168316,0.9230769230769231,0.8749999999999999,0.8857142857142857,0.9230769230769231,0.8571428571428571,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.6104543852806091,0.9742358481854281,0.957835493314207,0.845360824742268,0.9010989010989011,0.8723404255319148,0.8857142857142857,0.9010989010989011,0.8739495798319328,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,l2,paper,0,3819,0.6264478349685669,0.9742358481854281,0.957835493314207,0.8913043478260869,0.9010989010989011,0.8961748633879782,0.9095238095238095,0.9010989010989011,0.9159663865546218,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9668923616409302,0.45156524148120786,0.5348234216666754,0.35714285714285715,0.4945054945054945,0.4147465437788018,0.3952380952380952,0.4945054945054945,0.31932773109243695,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9669219350814819,0.45156524148120786,0.5348234216666754,0.36065573770491804,0.4835164835164835,0.4131455399061033,0.40476190476190477,0.4835164835164835,0.3445378151260504,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9669530344009399,0.45156524148120786,0.5348234216666754,0.3559322033898305,0.46153846153846156,0.40191387559808606,0.40476190476190477,0.46153846153846156,0.36134453781512604,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9670200228691102,0.45156524148120786,0.5348234216666754,0.37168141592920356,0.46153846153846156,0.4117647058823529,0.42857142857142855,0.46153846153846156,0.40336134453781514,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9672237205505372,0.45156524148120786,0.5348234216666754,0.3669724770642202,0.43956043956043955,0.39999999999999997,0.42857142857142855,0.43956043956043955,0.42016806722689076,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9673246443271637,0.45156524148120786,0.5348234216666754,0.3619047619047619,0.4175824175824176,0.3877551020408163,0.42857142857142855,0.4175824175824176,0.4369747899159664,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9674244403839112,0.45156524148120786,0.5348234216666754,0.3564356435643564,0.3956043956043956,0.37499999999999994,0.42857142857142855,0.3956043956043956,0.453781512605042,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9675025999546051,0.45156524148120786,0.5348234216666754,0.36082474226804123,0.38461538461538464,0.3723404255319149,0.4380952380952381,0.38461538461538464,0.4789915966386555,652016,Wed Mar 11 23:49:58 2020
ganomaly.GANomaly,material,cs,paper,0,3819,0.9675653505325317,0.45156524148120786,0.5348234216666754,0.3804347826086957,0.38461538461538464,0.3825136612021858,0.46190476190476193,0.38461538461538464,0.5210084033613446,652016,Wed Mar 11 23:49:58 2020
