Model,Dataset,Method,Weight,Label,Step,Percentile,AUROC,PRC,Precision,Recall,F1 score,Accuracy,Sensitivity,Specificity,Random Seed,Date
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.05926944732666,0.9351740696278511,0.9312500267898443,0.6484375,0.9120879120879121,0.7579908675799087,0.7476190476190476,0.9120879120879121,0.6218487394957983,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.160367965698242,0.9351740696278511,0.9312500267898443,0.6587301587301587,0.9120879120879121,0.7649769585253456,0.7571428571428571,0.9120879120879121,0.6386554621848739,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.339317502975465,0.9351740696278511,0.9312500267898443,0.6693548387096774,0.9120879120879121,0.772093023255814,0.7666666666666667,0.9120879120879121,0.6554621848739496,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.499322395324707,0.9351740696278511,0.9312500267898443,0.680327868852459,0.9120879120879121,0.7793427230046949,0.7761904761904762,0.9120879120879121,0.6722689075630253,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.531516571044921,0.9351740696278511,0.9312500267898443,0.675,0.8901098901098901,0.7677725118483412,0.7666666666666667,0.8901098901098901,0.6722689075630253,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.604291267395018,0.9351740696278511,0.9312500267898443,0.6864406779661016,0.8901098901098901,0.7751196172248803,0.7761904761904762,0.8901098901098901,0.6890756302521008,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.817215967178345,0.9351740696278511,0.9312500267898443,0.7043478260869566,0.8901098901098901,0.7864077669902914,0.7904761904761904,0.8901098901098901,0.7142857142857143,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_1,paper,0,7437,15.943633193969726,0.9351740696278511,0.9312500267898443,0.7168141592920354,0.8901098901098901,0.7941176470588236,0.8,0.8901098901098901,0.7310924369747899,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_2,paper,0,7437,1.1826744377613068,0.9372979961215255,0.9327872714952244,0.65625,0.9230769230769231,0.767123287671233,0.7571428571428571,0.9230769230769231,0.6302521008403361,652016,Tue Mar 10 20:40:40 2020
ganomaly.GANomaly,material,fm_2,paper,0,7437,1.188326120376587,0.9372979961215255,0.9327872714952244,0.6587301587301587,0.9120879120879121,0.7649769585253456,0.7571428571428571,0.9120879120879121,0.6386554621848739,652016,Tue Mar 10 20:40:40 2020
